smiles,gpcr,name,bias,source,pkd
CCCCCCc1ccc(-c2csc(-c3ccc(S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4)cc3)n2)cc1,ADRB2_HUMAN,CHEMBL58241,Unknown,ChEMBL,4.05
CCCCCCc1ccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)nc1,ADRB2_HUMAN,CHEMBL56449,Unknown,ChEMBL,6.62
CCCCCCc1cccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)c1,ADRB2_HUMAN,CHEMBL56308,Unknown,ChEMBL,6.34
CCCCCCc1cccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,ADRB2_HUMAN,CHEMBL299719,Unknown,ChEMBL,6.85
CCCCCCc1ccnc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,ADRB2_HUMAN,CHEMBL55852,Unknown,ChEMBL,6.21
CCCCCCc1csc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)n1,ADRB2_HUMAN,CHEMBL291992,Unknown,ChEMBL,6.21
CCCCCCc1csc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,ADRB2_HUMAN,CHEMBL298594,Unknown,ChEMBL,6.29
CCCCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,ADRB2_HUMAN,CHEMBL285481,Unknown,ChEMBL,6.0
CCCCCCc1nc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)no1,ADRB2_HUMAN,CHEMBL56768,Unknown,ChEMBL,7.28
CCCCCCc1ncc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)o1,ADRB2_HUMAN,CHEMBL285713,Unknown,ChEMBL,5.92
CCCCCCn1c(=O)[nH]n(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL351467,Unknown,ChEMBL,5.0
CCCCCCn1c(C)cn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL312546,Unknown,ChEMBL,5.15
CCCCCCn1ccn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,L-764646,Unknown,ChEMBL,4.92
CCCCCCn1cnn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL79806,Unknown,ChEMBL,5.35
CCCCCCn1ncn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL314893,Unknown,ChEMBL,5.07
CCCCCCn1nnn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL22345,Unknown,ChEMBL,5.48
CCCCCN(CCN1CCCC1)C(=O)Cc1cccc2sccc12.Cl,OPRM1_HUMAN,CHEMBL542102,Unknown,ChEMBL,5.28
CCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,ADRB2_HUMAN,CHEMBL165015,Unknown,ChEMBL,5.3
CCCCCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@H]2C,OPRM1_HUMAN,CHEMBL324392,Unknown,ChEMBL,6.11
CCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,OPRM1_HUMAN,CHEMBL117183,Unknown,ChEMBL,7.82
CCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL13459,Unknown,ChEMBL,6.46
CCCCCS(=O)(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,ADRB2_HUMAN,CHEMBL12498,Unknown,ChEMBL,6.6
CCCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,ADRB2_HUMAN,CHEMBL33725,Unknown,ChEMBL,5.52
CCCCCc1ncc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)o1,ADRB2_HUMAN,CHEMBL39577,Unknown,ChEMBL,5.4
CCCCN1CCC(=C(c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)CC1,OPRM1_HUMAN,CHEMBL127802,Unknown,ChEMBL,5.38
CCCCN1CCC[C@@H]1CNC(=O)c1cc(Cl)cc2c1OCCN2C,DRD2_HUMAN,CHEMBL279729,Unknown,ChEMBL,6.2
CCCCN1CCC[C@H]1CNC(=O)c1cc(Cl)cc2c1OCCN2C,DRD2_HUMAN,CHEMBL283528,Unknown,ChEMBL,7.92
CCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,ADRB2_HUMAN,CHEMBL166013,Unknown,ChEMBL,5.28
CCCCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@H]2C,OPRM1_HUMAN,CHEMBL326571,Unknown,ChEMBL,5.91
CCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,OPRM1_HUMAN,CHEMBL113703,Unknown,ChEMBL,8.47
CCCCNC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL107655,Unknown,ChEMBL,8.32
CCCCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL68358,Unknown,ChEMBL,7.66
CCCCN[C@@]12Cc3c([nH]c4ccccc34)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)C2C5,OPRM1_HUMAN,CHEMBL2113377,Unknown,ChEMBL,7.43
CCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,ADRB2_HUMAN,CHEMBL286139,Unknown,ChEMBL,5.19
CCCN(C/C=C/I)C1CCc2cccc(O)c2C1,DRD2_HUMAN,CHEMBL284716,Unknown,ChEMBL,5.97
CCCN(CC1CC1)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,DRD2_HUMAN,CHEMBL1788192,Unknown,ChEMBL,6.41
CCCN(CCC)C1CCc2ccc(O)cc2C1,DRD2_HUMAN,CHEMBL285755,Unknown,ChEMBL,6.85
CCCN(CCC)C1CCc2cccc(O)c2C1,DRD2_HUMAN,8-OH-DPAT,Unknown,ChEMBL,5.49
CCCN(CCC)C1COc2c(O)cccc2C1,DRD2_HUMAN,CHEMBL38428,Unknown,ChEMBL,6.89
CCCN(CCC)C1COc2c(cccc2-c2ccc(C(F)(F)F)cc2)C1,DRD2_HUMAN,CHEMBL43073,Unknown,ChEMBL,6.12
CCCN(CCC)C1COc2c(cccc2-c2ccc(OC)cc2)C1,DRD2_HUMAN,CHEMBL41200,Unknown,ChEMBL,5.96
CCCN(CCC)C1COc2c(cccc2-c2ccccc2)C1,DRD2_HUMAN,CHEMBL41134,Unknown,ChEMBL,6.23
CCCN(CCC)C1COc2c(cccc2-c2ccoc2)C1,DRD2_HUMAN,CHEMBL38580,Unknown,ChEMBL,7.32
CCCN(CCC)C1COc2c(cccc2-c2ccsc2)C1,DRD2_HUMAN,CHEMBL39847,Unknown,ChEMBL,6.4
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccoc2)C1,DRD2_HUMAN,CHEMBL38656,Unknown,ChEMBL,5.87
CCCN(CCC)CCc1cccc2c1CC(=O)N2,DRD2_HUMAN,ROPINIROLE,G-protein,ChEMBL,8.14
CCCN(CCC)[C@@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,DRD2_HUMAN,"U-92,016-A",Unknown,ChEMBL,7.46
CCCN(CCC)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,DRD2_HUMAN,CHEMBL1744036,Unknown,ChEMBL,6.67
CCCN(CCC)[C@@H]1CCc2cccc(O)c2C1,DRD2_HUMAN,CHEMBL26998,Unknown,ChEMBL,7.03
CCCN(CCC)[C@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,DRD2_HUMAN,CHEMBL1744035,Unknown,ChEMBL,6.05
CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,DRD2_HUMAN,CHEMBL1744088,Unknown,ChEMBL,7.36
CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,DRD2_HUMAN,CHEMBL1744037,Unknown,ChEMBL,7.42
CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,DRD2_HUMAN,CHEMBL1788191,Unknown,ChEMBL,6.04
CCCN/C(=N\CC1CC1)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL610799,Unknown,ChEMBL,7.65
CCCN1CCC[C@@H](c2cccc(-c3ccsc3)c2)C1,DRD2_HUMAN,CHEMBL314536,Unknown,ChEMBL,6.87
CCCN1CCC[C@@H](c2cccc(Br)c2)C1,DRD2_HUMAN,CHEMBL92817,Unknown,ChEMBL,6.77
CCCN1CCC[C@@H](c2cccc(C#N)c2)C1,DRD2_HUMAN,CHEMBL92183,Unknown,ChEMBL,6.58
CCCN1CCC[C@@H](c2cccc(C=O)c2)C1,DRD2_HUMAN,CHEMBL92578,Unknown,ChEMBL,6.84
CCCN1CCC[C@@H](c2cccc(CC#N)c2)C1,DRD2_HUMAN,CHEMBL93917,Unknown,ChEMBL,7.16
CCCN1CCC[C@@H](c2cccc(CO)c2)C1,DRD2_HUMAN,CHEMBL93101,Unknown,ChEMBL,6.62
CCCN1CCC[C@@H](c2cccc(O)c2)C1,DRD2_HUMAN,PRECLAMOL,Unknown,ChEMBL,7.41
CCCN1CCC[C@@H](c2cccc(OC)c2)C1,DRD2_HUMAN,CHEMBL93582,Unknown,ChEMBL,6.22
CCCN1CCC[C@@H](c2cccc(OCC(F)(F)F)c2)C1,DRD2_HUMAN,CHEMBL93946,Unknown,ChEMBL,6.09
CCCN1CCC[C@@H](c2cccc(OS(=O)(=O)C(F)(F)F)c2)C1,DRD2_HUMAN,CHEMBL90359,Unknown,ChEMBL,7.32
CCCN1CCC[C@@H](c2cccc(OS(C)(=O)=O)c2)C1,DRD2_HUMAN,CHEMBL93594,Unknown,ChEMBL,6.72
CCCN1CCC[C@@H](c2cccc(S(=O)(=O)N(C)C)c2)C1,DRD2_HUMAN,CHEMBL329443,Unknown,ChEMBL,7.04
CCCN1CCC[C@@H](c2cccc(S(C)(=O)=O)c2)C1,DRD2_HUMAN,CHEMBL311730,Unknown,ChEMBL,6.35
CCCN1CC[C@@H]2c3cccc(O)c3CC[C@H]21,DRD2_HUMAN,CHEMBL24588,Unknown,ChEMBL,7.03
CCCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@H]2C,OPRM1_HUMAN,CHEMBL117319,Unknown,ChEMBL,6.03
CCCN1CC[C@H]2c3cccc(O)c3CC[C@H]21,DRD2_HUMAN,CHEMBL26560,Unknown,ChEMBL,6.66
CCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,OPRM1_HUMAN,CHEMBL117379,Unknown,ChEMBL,8.82
CCCN1CCc2cc(Cl)c(O)cc2[C@@H]1c1ccccc1,DRD2_HUMAN,CHEMBL293828,Unknown,ChEMBL,5.72
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,DRD2_HUMAN,PERGOLIDE,Unknown,ChEMBL,8.4
CCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL275511,Unknown,ChEMBL,6.27
CCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,ADRB2_HUMAN,CHEMBL104061,Unknown,ChEMBL,5.1
CCCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL67615,Unknown,ChEMBL,8.8
CCCN[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,DRD2_HUMAN,CHEMBL1744089,Unknown,ChEMBL,6.07
CCCN[C@@H]1Cc2cccc3nc(O)n(c23)C1,DRD2_HUMAN,CHEMBL434665,Unknown,ChEMBL,8.6
CCCOC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,ADRB2_HUMAN,CHEMBL104222,Unknown,ChEMBL,5.0
CCCS(=O)(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,ADRB2_HUMAN,CHEMBL276480,Unknown,ChEMBL,6.3
CCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,ADRB2_HUMAN,CHEMBL33013,Unknown,ChEMBL,5.07
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,DRD2_HUMAN,LISURIDE,G-protein,ChEMBL,9.3
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,5HT2A_HUMAN,LYSERGIDE,Unknown,ChEMBL,8.5
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,ADRB2_HUMAN,LYSERGIDE,Unknown,ChEMBL,6.13
CCN(CC)C(=O)c1ccc(/C(=C2/C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL68113,Unknown,ChEMBL,6.5
CCN(CC)C(=O)c1ccc(/C(=C2\C[C@H]3CC[C@@H](C2)N3)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL67846,Unknown,ChEMBL,6.07
CCN(CC)C(=O)c1ccc(/C(=C2\C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL302801,Unknown,ChEMBL,7.14
CCN(CC)C(=O)c1ccc(C(=C2CC3CCC(C2)N3C)c2cccc(OC)c2)cc1,OPRM1_HUMAN,CHEMBL307327,Unknown,ChEMBL,6.16
CCN(CC)C(=O)c1ccc(C(=C2CC3CCC(C2)N3CC(=O)c2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL66387,Unknown,ChEMBL,5.02
CCN(CC)C(=O)c1ccc(C(=C2CC3CCC(C2)N3CCOc2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL65151,Unknown,ChEMBL,6.2
CCN(CC)C(=O)c1ccc(C(=C2CCN(C3CCCCC3)CC2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL340476,Unknown,ChEMBL,6.22
CCN(CC)C(=O)c1ccc(C(=C2CCN(CC3CC3)CC2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL127788,Unknown,ChEMBL,5.47
CCN(CC)C(=O)c1ccc(C(=C2CCN(CC=C(C)C)CC2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL126141,Unknown,ChEMBL,5.99
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2c(C)cccc2C)cc1,OPRM1_HUMAN,CHEMBL126884,Unknown,ChEMBL,5.99
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(Cl)c(Cl)c2)cc1,OPRM1_HUMAN,CHEMBL126857,Unknown,ChEMBL,5.59
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(Cl)cc2)cc1,OPRM1_HUMAN,CHEMBL127007,Unknown,ChEMBL,5.3
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(OC)cc2)cc1,OPRM1_HUMAN,CHEMBL339922,Unknown,ChEMBL,5.26
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(SC)cc2)cc1,OPRM1_HUMAN,CHEMBL129693,Unknown,ChEMBL,5.17
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(C(C)=O)c2)cc1,OPRM1_HUMAN,CHEMBL129300,Unknown,ChEMBL,5.48
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(C(F)(F)F)c2)cc1,OPRM1_HUMAN,CHEMBL339898,Unknown,ChEMBL,5.82
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(F)c2)cc1,OPRM1_HUMAN,CHEMBL339457,Unknown,ChEMBL,5.45
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(N)c2)cc1,OPRM1_HUMAN,CHEMBL127495,Unknown,ChEMBL,5.22
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(OC)c2)cc1,OPRM1_HUMAN,CHEMBL423694,Unknown,ChEMBL,5.28
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc([N+](=O)[O-])c2)cc1,OPRM1_HUMAN,CHEMBL340131,Unknown,ChEMBL,5.56
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc3ccccc23)cc1,OPRM1_HUMAN,CHEMBL129034,Unknown,ChEMBL,6.09
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL415521,Unknown,ChEMBL,5.42
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2F)cc1,OPRM1_HUMAN,CHEMBL126370,Unknown,ChEMBL,5.53
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2OC)cc1,OPRM1_HUMAN,CHEMBL278078,Unknown,ChEMBL,5.46
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccs2)cc1,OPRM1_HUMAN,CHEMBL129315,Unknown,ChEMBL,5.26
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCNCC2)cc1,OPRM1_HUMAN,CHEMBL338980,Unknown,ChEMBL,5.09
CCN(CC)CC1CC2c3ccccc3Cc3ccccc3N2O1,5HT2A_HUMAN,CHEMBL84293,Unknown,ChEMBL,7.37
CCN1C(=O)C(N2CCN(Cc3ccc(Cl)cc3)CC2)Cc2ccccc21,DRD2_HUMAN,CHEMBL68191,Unknown,ChEMBL,7.68
CCN1C(=O)N(C2CCN(C(C)CCC(C)C)CC2)[C@@H]2CCCC[C@H]21,OPRM1_HUMAN,CHEMBL281322,Unknown,ChEMBL,6.4
CCN1C(=O)N(C2CCN(C3CCC(C(C)C)CC3)CC2)[C@@H]2CCCC[C@H]21,OPRM1_HUMAN,CHEMBL282195,Unknown,ChEMBL,6.38
CCN1C(=O)N(C2CCN(C3CCC4CCCCC4C3)CC2)[C@@H]2CCCC[C@H]21,OPRM1_HUMAN,CHEMBL2113273,Unknown,ChEMBL,6.55
CCN1C(=O)N(C2CCN(C3CCCCCCC3)CC2)[C@@H]2CCCC[C@H]21,OPRM1_HUMAN,CHEMBL26464,Unknown,ChEMBL,6.04
CCN1C(=O)N(C2CCN(CC3CCCCCCC3)CC2)[C@@H]2CCCC[C@H]21,OPRM1_HUMAN,CHEMBL29953,Unknown,ChEMBL,6.35
CCN1C(=O)N(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)[C@@H]2CCCC[C@H]21,OPRM1_HUMAN,CHEMBL418197,Unknown,ChEMBL,6.57
CCN1C(=O)N(C2CCN(Cc3ccc4ccccc4c3)CC2)[C@@H]2CCCC[C@H]21,OPRM1_HUMAN,CHEMBL283301,Unknown,ChEMBL,6.7
CCN1C(=O)N(C2CCN(Cc3ccccc3)CC2)[C@@H]2CCCC[C@H]21,OPRM1_HUMAN,CHEMBL27018,Unknown,ChEMBL,6.15
CCN1CCC[C@@H](c2cccc(C#N)c2)C1,DRD2_HUMAN,CHEMBL90798,Unknown,ChEMBL,6.63
CCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@H]2C,OPRM1_HUMAN,CHEMBL325052,Unknown,ChEMBL,5.38
CCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,OPRM1_HUMAN,CHEMBL326103,Unknown,ChEMBL,7.8
CCNC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL321408,Unknown,ChEMBL,7.42
CCNC(=O)Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3,5HT2A_HUMAN,CHEMBL163895,Unknown,ChEMBL,7.96
CCNC(=O)c1ccc(/C(=C2/C[C@H]3CC[C@@H](C2)N3)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL307525,Unknown,ChEMBL,7.13
CCNC(=O)c1ccc(/C(=C2/C[C@H]3CC[C@@H](C2)N3C)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL67893,Unknown,ChEMBL,7.37
CCNC(=O)c1ccc(/C(=C2/C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL66954,Unknown,ChEMBL,8.15
CCNC(=O)c1ccc(/C(=C2\C[C@H]3CC[C@@H](C2)N3C)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL68341,Unknown,ChEMBL,6.52
CCNC(=O)c1ccc(/C(=C2\C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL63651,Unknown,ChEMBL,9.59
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3)c2ccc(O)cc2)cc1,OPRM1_HUMAN,CHEMBL63912,Unknown,ChEMBL,6.58
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3)c2cccc(OC)c2)cc1,OPRM1_HUMAN,CHEMBL64933,Unknown,ChEMBL,7.02
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CC=C(C)C)c2cccc(O)c2)cc1,OPRM1_HUMAN,CHEMBL65259,Unknown,ChEMBL,8.6
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CC=C(C)C)c2cccc(OC)c2)cc1,OPRM1_HUMAN,CHEMBL67240,Unknown,ChEMBL,8.69
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCCc2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL67894,Unknown,ChEMBL,8.32
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCO)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL292332,Unknown,ChEMBL,7.12
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCOc2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL67088,Unknown,ChEMBL,7.03
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2c[nH]c3ccccc23)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL66800,Unknown,ChEMBL,7.08
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2ccc(O)cc2)cc1,OPRM1_HUMAN,CHEMBL303381,Unknown,ChEMBL,7.66
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2ccc(OC)cc2)cc1,OPRM1_HUMAN,CHEMBL67123,Unknown,ChEMBL,8.21
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2cccc(O)c2)cc1,OPRM1_HUMAN,CHEMBL419621,Unknown,ChEMBL,9.65
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2cccc(OC)c2)cc1,OPRM1_HUMAN,CHEMBL67289,Unknown,ChEMBL,9.18
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2[nH]cnc2C)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL306463,Unknown,ChEMBL,7.21
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2c[nH]cn2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL416680,Unknown,ChEMBL,7.0
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccccc2Cl)c2ccc(O)cc2)cc1,OPRM1_HUMAN,CHEMBL63232,Unknown,ChEMBL,8.06
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccccc2Cl)c2ccc(OC)cc2)cc1,OPRM1_HUMAN,CHEMBL279638,Unknown,ChEMBL,6.91
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccccc2Cl)c2cccc(O)c2)cc1,OPRM1_HUMAN,CHEMBL433500,Unknown,ChEMBL,7.82
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccccc2Cl)c2cccc(OC)c2)cc1,OPRM1_HUMAN,CHEMBL304214,Unknown,ChEMBL,7.24
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccccn2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL291357,Unknown,ChEMBL,7.77
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2cccs2)c2ccc(O)cc2)cc1,OPRM1_HUMAN,CHEMBL67790,Unknown,ChEMBL,8.17
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2cccs2)c2ccc(OC)cc2)cc1,OPRM1_HUMAN,CHEMBL67326,Unknown,ChEMBL,7.87
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2cccs2)c2cccc(O)c2)cc1,OPRM1_HUMAN,CHEMBL68412,Unknown,ChEMBL,9.18
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2cccs2)c2cccc(OC)c2)cc1,OPRM1_HUMAN,CHEMBL66741,Unknown,ChEMBL,8.42
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3c2cccn2C)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL63563,Unknown,ChEMBL,7.23
CCNCCc1c[nH]c2ccc(OC)cc12,5HT2A_HUMAN,CHEMBL57888,Unknown,ChEMBL,6.03
CCNCCc1cc(OC)c(Br)cc1OC,5HT2A_HUMAN,CHEMBL57147,Unknown,ChEMBL,6.48
CCN[C@@]12Cc3c([nH]c4ccccc34)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)C2C5,OPRM1_HUMAN,CHEMBL2113383,Unknown,ChEMBL,7.12
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,OPRM1_HUMAN,MEPERIDINE,Unknown,ChEMBL,6.5
CCOC(=O)C1(c2ccccc2)CCNCC1,OPRM1_HUMAN,NORMEPERIDINE,Unknown,ChEMBL,5.96
CCOC(=O)Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3,5HT2A_HUMAN,CHEMBL164338,Unknown,ChEMBL,7.29
CCOC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL12911,Unknown,ChEMBL,6.4
