smiles,gpcr,name,bias,source,pkd
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)[C@]2(O)O[C@@](C)(NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)C(=O)N12,5HT2A_HUMAN,CHEMBL2112882,Unknown,ChEMBL,7.8
CC(C)N1CCC[C@@H](c2cccc(C#N)c2)C1,DRD2_HUMAN,CHEMBL93383,Unknown,ChEMBL,6.97
CC(C)NC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL275291,Unknown,ChEMBL,6.15
CC(C)NCC(O)c1ccc(O)c(O)c1,ADRB2_HUMAN,ISOPROTERENOL,Balanced,ChEMBL,6.17
CC(C)OC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL13106,Unknown,ChEMBL,6.68
CC(C)OP(=O)(O)COc1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1,ADRB2_HUMAN,CHEMBL40966,Unknown,ChEMBL,4.37
CC(C)Oc1cccnc1N(C)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C\C(=O)O,DRD2_HUMAN,CHEMBL64119,Unknown,ChEMBL,6.21
CC(C)S(=O)(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,ADRB2_HUMAN,CHEMBL13238,Unknown,ChEMBL,7.24
CC(C)S(=O)(=O)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,ADRB2_HUMAN,CHEMBL104377,Unknown,ChEMBL,4.3
CC(C)[C@H](NC(=O)c1ccc(N2CCC(NC[C@H](O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1)C(=O)O,ADRB2_HUMAN,CHEMBL35282,Unknown,ChEMBL,5.44
CC(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,ADRB2_HUMAN,CHEMBL64760,Unknown,ChEMBL,6.27
CC(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2)cc1,ADRB2_HUMAN,CHEMBL292947,Unknown,ChEMBL,6.39
CC(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,ADRB2_HUMAN,CHEMBL104981,Unknown,ChEMBL,5.22
CC(CN)c1c[nH]c2ccccc12,5HT2A_HUMAN,CHEMBL148463,Unknown,ChEMBL,7.39
CC(COc1ccc2c(c1)NC(=O)CO2)NCC(O)COc1cccc2[nH]ccc12,ADRB2_HUMAN,CHEMBL183921,Unknown,ChEMBL,9.2
CC(N)C1c2ccccc2Cc2ccccc21,5HT2A_HUMAN,CHEMBL45207,Unknown,ChEMBL,6.71
CC(N)Cc1c2c(c(Br)c3c1OCC3)OCC2,5HT2A_HUMAN,CHEMBL101008,Unknown,ChEMBL,9.32
CC(N)Cc1c2ccoc2c(Br)c2ccoc12,5HT2A_HUMAN,CHEMBL149024,Unknown,ChEMBL,10.4
CC(N)Cc1c[nH]c2ccc3c(c12)CCCO3,5HT2A_HUMAN,CHEMBL133868,Unknown,ChEMBL,8.44
CC(O)CCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,ADRB2_HUMAN,CHEMBL418411,Unknown,ChEMBL,4.36
CC(O)c1ccc(CSc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,DRD2_HUMAN,CHEMBL108616,Unknown,ChEMBL,6.57
CC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL108417,Unknown,ChEMBL,4.97
CC(c1ccccc1Cl)N1CCC(n2c(O)nc3ccccc32)CC1,OPRM1_HUMAN,CHEMBL146054,Unknown,ChEMBL,7.37
CC1(C)Cc2cccc3c2N1C(=O)C(N1CCN(Cc2ccc(Cl)cc2)CC1)CC3,DRD2_HUMAN,CHEMBL439646,Unknown,ChEMBL,6.7
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,OPRM1_HUMAN,CHEMBL31421,Unknown,ChEMBL,6.3
CC1(C)SSC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H]1C(N)=O,OPRM1_HUMAN,CHEMBL326171,Unknown,ChEMBL,9.54
CC1(C)SSC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H]1C(N)=O,OPRM1_HUMAN,CHEMBL324390,Unknown,ChEMBL,7.87
CC1(C)c2ccccc2C(CN)c2ccccc21,5HT2A_HUMAN,CHEMBL298271,Unknown,ChEMBL,6.48
CC1(CN)c2ccccc2Cc2ccccc21,5HT2A_HUMAN,CHEMBL46566,Unknown,ChEMBL,7.19
CC1CCCC(C)N1C(=O)c1ccc(/C(=C2\C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)c2ccccc2)cc1,OPRM1_HUMAN,CHEMBL2112214,Unknown,ChEMBL,6.24
CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc3ccccc23)CC1,5HT2A_HUMAN,CHEMBL94984,Unknown,ChEMBL,5.8
CC1CCc2cc(F)cc3c(CCN)cn1c23,5HT2A_HUMAN,CHEMBL355474,Unknown,ChEMBL,5.63
CC1Cc2cccc3c2N1C(=O)C(N1CCN(Cc2ccc(Cl)cc2)CC1)CC3,DRD2_HUMAN,CHEMBL349833,Unknown,ChEMBL,6.86
CCC(=N)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL323987,Unknown,ChEMBL,7.58
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,OPRM1_HUMAN,METHADONE,Arrestin,ChEMBL,8.39
CCC(=O)CCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,ADRB2_HUMAN,CHEMBL33438,Unknown,ChEMBL,4.92
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,OPRM1_HUMAN,FENTANYL,Arrestin,ChEMBL,8.89
CCC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL110816,Unknown,ChEMBL,7.64
CCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL12943,Unknown,ChEMBL,6.66
CCC(C)N1CCC[C@@H](c2cccc(C#N)c2)C1,DRD2_HUMAN,CHEMBL413483,Unknown,ChEMBL,7.01
CCC(O)CCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,ADRB2_HUMAN,CHEMBL34328,Unknown,ChEMBL,4.62
CCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL106235,Unknown,ChEMBL,5.09
CCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL320804,Unknown,ChEMBL,5.14
CCC/N=C(\N)Cc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL106758,Unknown,ChEMBL,7.87
CCC/N=C(\NCCC)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL610035,Unknown,ChEMBL,8.01
CCC1=C(C(N)=O)C(c2ccc(F)c(F)c2)N(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C(=O)N1,OPRM1_HUMAN,CHEMBL356584,Unknown,ChEMBL,5.4
CCCC(=N)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL108938,Unknown,ChEMBL,7.39
CCCC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL110487,Unknown,ChEMBL,7.51
CCCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL13453,Unknown,ChEMBL,6.64
CCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL110933,Unknown,ChEMBL,5.38
CCCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL106366,Unknown,ChEMBL,5.22
CCCC/N=C(\NCCCC)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL610039,Unknown,ChEMBL,8.1
CCCC/N=C(\NCCCC)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL610034,Unknown,ChEMBL,7.74
CCCC1CCC(N2CCC(N3C(=O)N(CC)[C@@H]4CCCC[C@H]43)CC2)CC1,OPRM1_HUMAN,CHEMBL282376,Unknown,ChEMBL,5.66
CCCC1CCC(N2CCC(N3C(=O)N[C@@H]4CCCC[C@H]43)CC2)CC1,OPRM1_HUMAN,CHEMBL26681,Unknown,ChEMBL,6.36
CCCCC(=N)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL326875,Unknown,ChEMBL,6.66
CCCCC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL324644,Unknown,ChEMBL,7.5
CCCCC(=O)N[C@@]12Cc3c([nH]c4ccccc34)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)C2C5,OPRM1_HUMAN,CHEMBL2113381,Unknown,ChEMBL,7.29
CCCCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,ADRB2_HUMAN,CHEMBL106487,Unknown,ChEMBL,5.05
CCCCC(C)(C)CN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,ADRB2_HUMAN,CHEMBL351596,Unknown,ChEMBL,5.3
CCCCC(CCCC)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL106359,Unknown,ChEMBL,5.01
CCCCC(c1cc(F)cc(F)c1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL324895,Unknown,ChEMBL,5.26
CCCCC(c1cc(F)cc(F)c1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL108900,Unknown,ChEMBL,5.4
CCCCC(c1cccc(F)c1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL106190,Unknown,ChEMBL,5.33
CCCCC(c1cccc(F)c1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL110379,Unknown,ChEMBL,5.8
CCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL107288,Unknown,ChEMBL,5.65
CCCCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL108893,Unknown,ChEMBL,5.74
CCCCC/N=C(\N)Cc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL110894,Unknown,ChEMBL,7.6
CCCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL106084,Unknown,ChEMBL,5.67
CCCCCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL108995,Unknown,ChEMBL,5.71
CCCCCCC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,ADRB2_HUMAN,CHEMBL56752,Unknown,ChEMBL,5.7
CCCCCCC(=O)N[C@@]12Cc3c([nH]c4ccccc34)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)C2C5,OPRM1_HUMAN,CHEMBL2113372,Unknown,ChEMBL,7.48
CCCCCCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL268289,Unknown,ChEMBL,6.64
CCCCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL322717,Unknown,ChEMBL,5.8
CCCCCCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,OPRM1_HUMAN,CHEMBL106155,Unknown,ChEMBL,5.83
CCCCCCC/N=C(\N)Cc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL432403,Unknown,ChEMBL,7.25
CCCCCCCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,ADRB2_HUMAN,CHEMBL318165,Unknown,ChEMBL,5.0
CCCCCCCCC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,ADRB2_HUMAN,CHEMBL294008,Unknown,ChEMBL,6.0
CCCCCCCCC(=O)Nc1ccc(S(=O)(=O)N2CCC(CNC[C@H](O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1,ADRB2_HUMAN,CHEMBL99599,Unknown,ChEMBL,6.85
CCCCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,OPRM1_HUMAN,CHEMBL116354,Unknown,ChEMBL,6.0
CCCCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@H]2C,OPRM1_HUMAN,CHEMBL324505,Unknown,ChEMBL,6.12
CCCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,OPRM1_HUMAN,CHEMBL326548,Unknown,ChEMBL,6.74
CCCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@H]2C,OPRM1_HUMAN,CHEMBL117321,Unknown,ChEMBL,6.9
CCCCCCCCCOc1ccc2[nH]cc(CCN)c2c1,5HT2A_HUMAN,CHEMBL97450,Unknown,ChEMBL,6.59
CCCCCCCCN(C)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,ADRB2_HUMAN,CHEMBL292407,Unknown,ChEMBL,6.0
CCCCCCCCN1C(=O)CN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,ADRB2_HUMAN,CHEMBL83698,Unknown,ChEMBL,6.43
CCCCCCCCN1CC(=O)N(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,ADRB2_HUMAN,CHEMBL66936,Unknown,ChEMBL,5.3
CCCCCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,ADRB2_HUMAN,CHEMBL84190,Unknown,ChEMBL,6.42
CCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,OPRM1_HUMAN,CHEMBL116738,Unknown,ChEMBL,7.23
CCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@H]2C,OPRM1_HUMAN,CHEMBL114163,Unknown,ChEMBL,6.8
CCCCCCCCNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,ADRB2_HUMAN,CHEMBL57430,Unknown,ChEMBL,6.2
CCCCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL13467,Unknown,ChEMBL,6.77
CCCCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,ADRB2_HUMAN,CHEMBL323113,Unknown,ChEMBL,6.39
CCCCCCCCc1cccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)c1,ADRB2_HUMAN,CHEMBL296380,Unknown,ChEMBL,5.82
CCCCCCCCc1cccc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,ADRB2_HUMAN,CHEMBL291467,Unknown,ChEMBL,7.2
CCCCCCCCc1ccnc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,ADRB2_HUMAN,CHEMBL53359,Unknown,ChEMBL,6.28
CCCCCCCCc1cnc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)o1,ADRB2_HUMAN,CHEMBL54749,Unknown,ChEMBL,6.74
CCCCCCCCc1csc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)n1,ADRB2_HUMAN,CHEMBL60281,Unknown,ChEMBL,5.52
CCCCCCCCc1csc(Cc2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)n1,ADRB2_HUMAN,CHEMBL291593,Unknown,ChEMBL,6.0
CCCCCCCCc1csc(N(C)c2ccc(S(=O)(=O)Nc3ccccc3)cc2)n1,ADRB2_HUMAN,CHEMBL56767,Unknown,ChEMBL,6.36
CCCCCCCCc1csc(N2CCc3c(N/C(=N/c4ccc(CCNC[C@H](O)c5cccnc5)cc4)NC#N)cccc32)n1,ADRB2_HUMAN,CHEMBL127656,Unknown,ChEMBL,6.03
CCCCCCCCc1csc(N2CCc3cc(N/C(=N/c4ccc(CCNC[C@H](O)c5cccnc5)cc4)NC#N)ccc32)n1,ADRB2_HUMAN,CHEMBL123745,Unknown,ChEMBL,7.3
CCCCCCCCc1csc(N2CCc3cc(N/C(S)=N/c4ccc(CCNC[C@H](O)c5cccnc5)cc4)ccc32)n1,ADRB2_HUMAN,CHEMBL338664,Unknown,ChEMBL,6.59
CCCCCCCCc1csc(N2CCc3cc(S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4)ccc32)n1,ADRB2_HUMAN,CHEMBL301231,Unknown,ChEMBL,5.89
CCCCCCCCc1csc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)n1,ADRB2_HUMAN,CHEMBL54821,Unknown,ChEMBL,5.89
CCCCCCCCc1csc(N2CCc3ccc(N/C(=N/c4ccc(CCNC[C@H](O)c5cccnc5)cc4)NC#N)cc32)n1,ADRB2_HUMAN,CHEMBL124929,Unknown,ChEMBL,7.18
CCCCCCCCc1csc(Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)n1,ADRB2_HUMAN,CHEMBL53679,Unknown,ChEMBL,6.47
CCCCCCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,ADRB2_HUMAN,CHEMBL285458,Unknown,ChEMBL,5.6
CCCCCCCCc1nc(N2CCc3cc(S(=O)(=O)Nc4ccccc4)ccc32)no1,ADRB2_HUMAN,CHEMBL52407,Unknown,ChEMBL,7.0
CCCCCCCCc1ncc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)o1,ADRB2_HUMAN,CHEMBL290131,Unknown,ChEMBL,6.57
CCCCCCCCn1c(=O)[nH]n(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL312364,Unknown,ChEMBL,5.52
CCCCCCCCn1c(C)cn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL79363,Unknown,ChEMBL,5.15
CCCCCCCCn1ccn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL83753,Unknown,ChEMBL,6.48
CCCCCCCCn1cnn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL163579,Unknown,ChEMBL,6.14
CCCCCCCCn1ncn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL163531,Unknown,ChEMBL,5.7
CCCCCCCCn1nnn(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)c1=O,ADRB2_HUMAN,CHEMBL22318,Unknown,ChEMBL,6.24
CCCCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,ADRB2_HUMAN,CHEMBL165513,Unknown,ChEMBL,6.0
CCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,OPRM1_HUMAN,CHEMBL114358,Unknown,ChEMBL,7.57
CCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@H]2C,OPRM1_HUMAN,CHEMBL115998,Unknown,ChEMBL,6.59
CCCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL144870,Unknown,ChEMBL,6.7
CCCCCCCNC(=O)c1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL108024,Unknown,ChEMBL,7.21
CCCCCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,ADRB2_HUMAN,CHEMBL288083,Unknown,ChEMBL,5.85
CCCCCCN(C)C(=O)N(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL275114,Unknown,ChEMBL,6.92
CCCCCCN(C)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,ADRB2_HUMAN,CHEMBL56594,Unknown,ChEMBL,5.19
CCCCCCN(C)C(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL274144,Unknown,ChEMBL,6.14
CCCCCCN1C(=O)CN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,ADRB2_HUMAN,CHEMBL84117,Unknown,ChEMBL,5.7
CCCCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,ADRB2_HUMAN,CHEMBL82296,Unknown,ChEMBL,5.64
CCCCCCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@H]2C,OPRM1_HUMAN,CHEMBL116643,Unknown,ChEMBL,6.5
CCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,OPRM1_HUMAN,CHEMBL114123,Unknown,ChEMBL,7.41
CCCCCCNC(=O)N(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL274143,Unknown,ChEMBL,6.54
CCCCCCNC(=O)N(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,ADRB2_HUMAN,CHEMBL293818,Unknown,ChEMBL,5.0
CCCCCCNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,ADRB2_HUMAN,CHEMBL53842,Unknown,ChEMBL,4.44
CCCCCCNC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,OPRM1_HUMAN,CHEMBL323398,Unknown,ChEMBL,7.87
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(-c3cccc(CC4NCCc5cc(O)c(O)cc54)c3)cc2)cc1,ADRB2_HUMAN,CHEMBL74860,Unknown,ChEMBL,4.0
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CC3NCCc4cc(O)c(O)cc43)cc2)cc1,ADRB2_HUMAN,CHEMBL74085,Unknown,ChEMBL,6.7
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,ADRB2_HUMAN,CHEMBL68408,Unknown,ChEMBL,6.19
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,L-755507,Unknown,ChEMBL,6.8
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2)cc1,ADRB2_HUMAN,CHEMBL67015,Unknown,ChEMBL,6.37
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,ADRB2_HUMAN,CHEMBL57486,Unknown,ChEMBL,5.52
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(OCC3NCCc4cc(O)c(O)cc43)cc2)cc1,ADRB2_HUMAN,CHEMBL308126,Unknown,ChEMBL,6.52
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc3cc(CC4NCCc5cc(O)c(O)cc54)ccc3c2)cc1,ADRB2_HUMAN,CHEMBL67998,Unknown,ChEMBL,6.52
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(-c3ccc(OCC4NCCc5cc(O)c(O)cc54)cc3)c2)cc1,ADRB2_HUMAN,CHEMBL308860,Unknown,ChEMBL,6.0
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(-c3cccc(CC4NCCc5cc(O)c(O)cc54)c3)c2)cc1,ADRB2_HUMAN,CHEMBL308868,Unknown,ChEMBL,6.15
CCCCCCOC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,ADRB2_HUMAN,CHEMBL12939,Unknown,ChEMBL,6.96
